Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.377,2.241,1.024
Base Test (TCP),10,100,900,0.389,2.323,1.129
