Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,0.616,11303.295,4335.383
Base Test (TCP),10,100,900,0.445,2.977,1.442
