Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,97.063,13384.537,5390.257
Base Test (TCP),10,100,900,0.446,2.639,1.350
