Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,0.407,11309.315,4326.198
Base Test (TCP),10,100,900,0.326,2.752,1.313
