Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,48.355,11216.186,4322.049
Base Test (TCP),10,100,900,0.474,2.925,1.416
