Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.268,2.069,0.947
Base Test (TCP),10,100,900,0.424,2.423,1.092
