Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,27.421,10408.537,3868.445
Base Test (TCP),10,100,900,0.470,2.858,1.491
