Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,164.425,13405.109,5409.433
Base Test (TCP),10,100,900,0.431,2.841,1.315
