Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.473,3.510,1.535
Base Test (TCP),10,100,900,0.425,2.977,1.390
