Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,19.143,11244.748,4344.756
Base Test (TCP),10,100,900,0.395,2.326,1.172
