Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,84.938,13378.942,5393.419
Base Test (TCP),10,100,900,0.484,2.842,1.472
