Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.571,4.365,1.720
Base Test (TCP),10,100,900,0.428,42.531,1.827
