Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,657,0.479,13439.106,5359.495
Base Test (TCP),10,100,900,0.466,2.658,1.287
