Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,684,9.571,13379.994,5140.244
Base Test (TCP),10,100,900,0.355,2.687,1.349
