Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,21.434,9143.922,3265.332
Base Test (TCP),10,100,900,0.376,2.542,1.359
