Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,88.856,13418.642,5417.174
Base Test (TCP),10,100,900,0.469,2.623,1.427
