Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,95.417,13384.511,5402.160
Base Test (TCP),10,100,900,0.491,2.712,1.400
