Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.609,4.544,1.780
Base Test (TCP),10,100,900,0.469,3.568,1.528
