Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.550,3.910,1.718
Base Test (TCP),10,100,900,0.426,2.960,1.543
