Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,78.645,12190.235,4863.424
Base Test (TCP),10,100,900,0.392,2.856,1.381
