Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,45.499,9133.782,3335.108
Base Test (TCP),10,100,900,0.490,2.787,1.379
