Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,84.214,13420.816,5619.791
Base Test (TCP),10,100,900,0.434,2.812,1.644
