Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.512,3.596,1.639
Base Test (TCP),10,100,900,0.487,9.531,1.535
