Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.497,4.180,1.590
Base Test (TCP),10,100,900,0.502,41.727,1.775
