Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.357,2.809,1.267
Base Test (TCP),10,100,900,0.499,3.568,1.573
