Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,657,0.293,13453.383,5356.002
Base Test (TCP),10,100,900,0.509,2.948,1.436
