Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,500,0.000,1.476,0.520
Base Test (TCP),10,100,900,0.342,41.975,1.585
