Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,9.580,11307.764,4337.746
Base Test (TCP),10,100,900,0.419,2.602,1.395
