Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,150.355,13342.309,5390.895
Base Test (TCP),10,100,900,0.405,2.490,1.355
