Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,73.293,11271.672,4351.924
Base Test (TCP),10,100,900,0.346,41.058,1.374
