Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,560,0.000,2.109,0.852
Base Test (TCP),10,100,900,0.488,41.828,1.778
