Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.691,4.142,1.828
Base Test (TCP),10,100,900,0.519,3.285,1.607
