Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.404,2.426,1.160
Base Test (TCP),10,100,900,0.537,3.349,1.464
