Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,122.593,10434.232,3924.338
Base Test (TCP),10,100,900,0.435,2.925,1.411
