Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.592,4.201,1.716
Base Test (TCP),10,100,900,0.466,3.568,1.611
