Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,119.052,13419.895,5412.746
Base Test (TCP),10,100,900,0.523,2.837,1.552
