Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.611,4.025,1.832
Base Test (TCP),10,100,900,0.585,3.111,1.582
