Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,657,0.343,13087.074,5146.754
Base Test (TCP),10,100,900,0.482,2.818,1.401
