Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.634,3.564,1.601
Base Test (TCP),10,100,900,0.465,2.859,1.487
