Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.550,4.077,1.779
Base Test (TCP),10,100,900,0.447,2.892,1.484
