Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.592,3.552,1.671
Base Test (TCP),10,100,900,0.299,2.550,1.409
