Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,123.030,13324.639,5385.132
Base Test (TCP),10,100,900,0.429,2.671,1.433
