Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,2.909,10393.932,3723.491
Base Test (TCP),10,100,900,0.504,41.655,1.667
