Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,800,0.000,2.346,1.018
Base Test (TCP),10,100,900,0.407,3.540,1.448
