Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,167.471,13388.579,5623.754
Base Test (TCP),10,100,900,0.374,2.864,1.315
