Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,684,6.139,13351.265,5127.366
Base Test (TCP),10,100,900,0.499,2.822,1.526
