Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,93.766,13406.790,5625.948
Base Test (TCP),10,100,900,0.393,2.797,1.279
