Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.556,3.815,1.674
Base Test (TCP),10,100,900,0.409,2.875,1.488
