Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,40.173,11250.076,4340.024
Base Test (TCP),10,100,900,0.517,2.723,1.521
