Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.424,2.497,1.215
Base Test (TCP),10,100,900,0.532,41.434,1.636
