Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,711,41.076,13068.430,4998.964
Base Test (TCP),10,100,900,0.560,41.810,1.805
