Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,27.799,10396.609,3888.237
Base Test (TCP),10,100,900,0.487,2.788,1.417
