Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,2.206,11291.441,4327.767
Base Test (TCP),10,100,900,0.326,2.849,1.326
