Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,129.127,13358.265,5406.428
Base Test (TCP),10,100,900,0.392,2.205,1.057
