Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.396,4.512,1.411
Base Test (TCP),10,100,900,0.363,3.133,1.365
