Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,900,0.296,2.510,1.277
Base Test (TCP),10,100,900,0.463,42.183,1.780
