Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,126.271,13339.964,5616.611
Base Test (TCP),10,100,900,0.314,2.451,1.272
