Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,104.978,13405.324,5609.453
Base Test (TCP),10,100,900,0.479,30.492,1.566
