Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (TCP),10,100,900,0.252,2.120,0.838
Base Test (QUIC),10,100,800,0.000,1.455,0.561
