Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,88.201,13370.389,5384.307
Base Test (TCP),10,100,900,0.342,2.281,1.139
