Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,116.189,13299.660,5379.625
Base Test (TCP),10,100,900,0.477,2.867,1.504
