Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,107.597,13403.151,5410.038
Base Test (TCP),10,100,900,0.596,3.053,1.548
