Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,648,66.971,13387.393,5396.641
Base Test (TCP),10,100,900,0.410,2.706,1.306
