Scenario,Nodes,TotalSent,TotalReceived,MinLatencyMs,MaxLatencyMs,AvgLatencyMs
Base Test (QUIC),10,100,621,0.301,11267.073,4321.206
Base Test (TCP),10,100,900,0.495,2.750,1.414
